,Unnamed: 0,id,comment,original_comment,score,data_scale,data_source,created_at,date,day,month,is_mf,device,family,is_b2b,reason,browser,category,language,platform,provider,first_order,nb_articles,csat_presales,shipping_fees,bv_transaction,payment_method,operating_system,last_paid_channel,has_presales_contact,shipping_fees_bucket,bv_transaction_bucket,has_manodvisor_contact,themes,tags,shipment
2862,2862,297818962,would be nice to have options to change delivery windows,would be nice to have options to change delivery windows,7,NPS,Customer Effort Score,2021-08-05T09:03:30.000Z,2021-08-05,jeudi,août,False,desktop,Mobilier d'intérieur,False,,Chrome 92.0.4515,Meuble de bureau,English,GB,Aosom (GB),True,1,FALSE,0,"54,99",visa,Windows 10,SHOPBOT,False,0,1 - 100,False,Delivery > Delivery Options > -1,,True
2874,2874,297819945,We'll see about delivery.,On verra à  la livraison,9,NPS,Customer Effort Score,2021-08-05T09:13:47.000Z,2021-08-05,jeudi,août,False,tablet,Outillage,False,,Chrome Mobile WebView 92.0.4515,...,French,FR,HUANSTONG (FR),False,1,FALSE,0,"226,98",paypal,Android 10,SHOPBOT,False,0,201 - 300,False,Delivery > Speed of delivery > 0,,True
2921,2921,297820747,shipping too expensive,spedizione troppo  cara,7,NPS,Customer Effort Score,2021-08-05T10:34:41.000Z,2021-08-05,jeudi,août,False,desktop,Electricité,False,,Chrome 92.0.4515,Gaines et câbles électriques,Italian,IT,BES Elettronica (IT),True,1,FALSE,5,"13,97",paypal,Windows 10,DIRECT_ACCESS,False,1 - 5,1 - 100,False,Delivery > Shipping Fees > -1,,True
2968,2968,297820202,It is a shame to be obliged to pay shipping fees on far too many products...,Il est dommage d'être obligé de payer des frais de port sur beaucoup trop de produits....,7,NPS,Customer Effort Score,2021-08-05T12:25:08.000Z,2021-08-05,jeudi,août,False,phone,Animalerie,False,,Chrome Mobile WebView 92.0.4515,Chat,French,FR,Thsinde FR (FR),False,4,FALSE,5,"70,54",paypal,Android 11,DIRECT_ACCESS,False,1 - 5,1 - 100,False,Delivery > Shipping Fees > -1,,True
3007,3007,297820150,very satisfied waiting for delivery,très satisfait en attendant la livraison,8,NPS,Customer Effort Score,2021-08-05T13:10:04.000Z,2021-08-05,jeudi,août,False,desktop,Jardin piscine,False,,Firefox 90.0,"Portail, grillage et occultation",French,FR,WilTec (FR),True,1,FALSE,"10,5","24,45",mastercard,Windows 10,SHOPBOT,False,6 - 10,1 - 100,False,Service > General Satisfaction > 1,,True
3010,3010,297819202,Todo ok Lo mako shipping costs You should see a minimum for volume of product purchased,"Todo ok
Lo mako gastos envío 
Debería a ver un mínimo para volumen de producto comprado",9,NPS,Customer Effort Score,2021-08-05T13:10:32.000Z,2021-08-05,jeudi,août,False,phone,Plomberie chauffage,False,,Mobile Safari 14.1.1,Robinetterie,Spanish,ES,Bañoidea (ES),False,1,FALSE,8,"78,15",visa,iOS 14.6,EMAIL,False,6 - 10,1 - 100,False,Delivery > Shipping Fees > -1;Service > General Satisfaction > 1,,True
3081,3081,297820482,Very happy with free delivery and quick order time.,Very happy with free delivery and quick order time.,10,NPS,Customer Effort Score,2021-08-05T15:05:59.000Z,2021-08-05,jeudi,août,False,phone,Outillage,False,,Google 171.0.387713930,Matériel et aménagement de l'atelier,English,GB,FDS (GB),True,1,FALSE,0,"39,99",paypal,iOS 14.6,DIRECT_ACCESS,False,0,1 - 100,False,Delivery > Shipping Fees > 1;Delivery > Speed of delivery > 1;Order > Quality > 1,,True
3100,3100,297820528,"specific product found, best price of the web!! advantageous delivery offer, secure payment!","produit spécifique trouvé, meilleur prix du web !! offre de livraison avantageuse, paiement sécur !",10,NPS,Customer Effort Score,2021-08-05T15:21:41.000Z,2021-08-05,jeudi,août,False,desktop,Luminaire,False,,Chrome 92.0.4515,Eclairage d'intérieur,French,FR,GreenIce (FR),False,1,FALSE,"7,8","10,6",mastercard,Windows 7,SEO-SEARCH,False,6 - 10,1 - 100,False,Product > Stock / Availability > 1;Product > Value for Money > 1;Payments > Payment Security > 1,,True
3122,3122,297820067,in point of withdrawal I thought there was no shipping charges,en point retrait je pensais qu il n y avait pas de frais de port,6,NPS,Customer Effort Score,2021-08-05T15:47:45.000Z,2021-08-05,jeudi,août,False,desktop,Jardin piscine,False,J’ai trouvé que les frais de port étaient trop chers,Chrome 92.0.4515,Outils de jardin motorisés,French,FR,Webmotoculture (FR),False,1,FALSE,"3,99","14,84",visa,Windows 7,SHOPBOT,False,1 - 5,1 - 100,False,Delivery > Delivery Options > 0;Delivery > Shipping Fees > -1,Detractor '- Delivery Fees,True
3136,3136,297819827,It would be convenient to be able to easily look at the products offered by the same seller in order to avoid having to pay several different shipping costs.,Il serait pratique de pouvoir facilement regardé les produits qu'offre une meme vendeur pour éviter de devoir payer plusieurs frais de port differents.,5,NPS,Customer Effort Score,2021-08-05T16:13:57.000Z,2021-08-05,jeudi,août,False,desktop,Plomberie chauffage,False,J’ai trouvé que les frais de port étaient trop chers,Chrome 88.0.4324,"Plomberie, tube, raccord",French,FR,Anjou Connectique (FR),False,4,FALSE,"24,1","124,3",mastercard,Windows 10,DIRECT_ACCESS,False,20 - 50,101 - 150,False,Company / Brand > Suppliers > 0;Delivery > Shipping Fees > -1;Service > Convenience > -1;Online Experience > Search & Filters > -1,Detractor '- Delivery Fees,True
3164,3164,297819738,Pretty simple - but would be better if the delivery info was available on an earlier screen,Pretty simple - but would be better if the delivery info was available on an earlier screen,10,NPS,Customer Effort Score,2021-08-05T16:44:06.000Z,2021-08-05,jeudi,août,False,desktop,Luminaire,False,,Safari 14.1.1,Ampoule,English,GB,Love Shopping Direct  (GB),True,1,FALSE,"2,95","10,75",paypal,Mac OS X 10.15.7,DIRECT_ACCESS,False,1 - 5,1 - 100,False,Online Experience > Ease of Use > 1,,True
3215,3215,297819600,when I opened the product we announce the free shipping costs??? So when I switch to rule mode I'm asked 30€ for delivery so scam,quand j'ai ouvert le produit on annonce les frais de livraison gratuite?????? alors quand je passe mode reglement on me demande 30€ pour la livraison donc escroquerie,4,NPS,Customer Effort Score,2021-08-05T18:02:11.000Z,2021-08-05,jeudi,août,False,desktop,Jardin piscine,False,J’ai trouvé que les frais de port étaient trop chers,Chrome 92.0.4515,Barbecue et plancha,French,FR,Habitat&Jardin (FR),True,1,FALSE,30,309,visa,Windows 10,SHOPBOT,False,20 - 50,301 - 400,False,Delivery > Shipping Fees > -1,Detractor '- Delivery Fees,True
3331,3331,297819563,"Excellent products, and fast delivery","Ottimi prodotti , e veloci nelle consegne",8,NPS,Customer Effort Score,2021-08-06T05:55:31.000Z,2021-08-06,vendredi,août,False,phone,Luminaire,False,,Chrome Mobile 92.0.4515,Eclairage d'intérieur,Italian,IT,Klik (IT),True,2,FALSE,7,"50,8",mastercard,Android 11,SHOPBOT,False,6 - 10,1 - 100,False,Delivery > Speed of delivery > 1;Product > Quality > 1,,True
3396,3396,297820286,"Great catalog, ease of purchase and seriousness in delivery.","Gran catálogo, facilidad de compra y seriedad en la entrega.",10,NPS,Customer Effort Score,2021-08-06T08:47:29.000Z,2021-08-06,vendredi,août,False,desktop,Revêtement sol et mur,False,,Chrome 92.0.4515,Outils de pose et mise en œuvre,Spanish,ES,Aosom (ES),False,1,FALSE,0,"62,99",mastercard,Windows 10,DIRECT_ACCESS,False,0,1 - 100,False,Online Experience > Ease of Use > 1;Product > Range > 1;Delivery > Quality > 1,,True
3401,3401,297820148,I find the shipping costs a little too expensive,Je trouve les frais de port un peu trop chers,9,NPS,Customer Effort Score,2021-08-06T08:59:38.000Z,2021-08-06,vendredi,août,False,desktop,Mobilier d'intérieur,False,,Samsung Internet 14.2,Meuble de chambre,French,FR,ID Market (FR),False,1,FALSE,"52,9","202,89",visa,Linux,SHOPBOT,False,51 - 100,201 - 300,False,Delivery > Shipping Fees > -1,,True
3448,3448,297820546,"So far, everything has worked out well. Let's see how the delivery goes.",Bis jetzt hat alles gut geklappt. Mal sehen wie die Lieferung wird.,10,NPS,Customer Effort Score,2021-08-06T10:02:05.000Z,2021-08-06,vendredi,août,False,desktop,Quincaillerie,False,,Opera 77.0.4054,Quincaillerie extérieure,German,DE,M&S Vertrieb Service  (DE),True,1,FALSE,0,"119,9",paypal,Windows 10,DIRECT_ACCESS,False,0,101 - 150,False,Service > General Satisfaction > 1,,True
3488,3488,297820229,A little expensive delivery!,livraison un peu chère!,2,NPS,Customer Effort Score,2021-08-06T11:02:42.000Z,2021-08-06,vendredi,août,False,desktop,Electricité,False,J’ai eu des difficultés à m'inscrire ou à me connecter,Safari 14.1.2,Gaines et câbles électriques,French,FR,GetGoods (FR),False,1,FALSE,"5,95","27,03",visa,Mac OS X 10.15.7,SEM,False,1 - 5,1 - 100,False,Delivery > Shipping Fees > -1,Detractor '- Signup/Login,True
3497,3497,297819112,Well this is the second time I place order I ask for indications always of kind and useful answers that I order and that now I am waiting for delivery thank you,eh bien c'est la deuxième fois que je passe commande je demande des indications toujours des réponses aimables et utiles ce pourquoi je commande et que maintenant je suis dans l'attente de la livraison merci,10,NPS,Customer Effort Score,2021-08-06T11:15:55.000Z,2021-08-06,vendredi,août,False,desktop,Plomberie chauffage,False,,Edge 92.0.902,Traitement de l'air,French,FR,letempsdestravaux (FR),False,1,FALSE,0,"280,06",visa,Windows 10,SHOPBOT,False,0,201 - 300,False,Support > Attitude of staff > 1,,True
3590,3590,297820282,"very easy to order on this site, I am now waiting for delivery","tres facile de commander sur ce site ,j'attends maintenant la livraison",9,NPS,Customer Effort Score,2021-08-06T13:53:42.000Z,2021-08-06,vendredi,août,False,desktop,Jardin piscine,False,,Edge 92.0.902,Outils de jardin motorisés,French,FR,Jardimax (FR),True,1,FALSE,"4,9","14,34",paypal,Windows 10,SHOPBOT,False,1 - 5,1 - 100,False,Online Experience > Ease of Use > 1,,True
3711,3711,297820315,fast and easy and in addition free shipping,rapide et facile et en plus livraison gratuite,10,NPS,Customer Effort Score,2021-08-06T17:00:15.000Z,2021-08-06,vendredi,août,False,desktop,Jardin piscine,False,,Safari 14.1.2,Mobilier de jardin et jeux,French,FR,vidaXL (FR),False,1,FALSE,0,"58,99",visa,Mac OS X 10.14.6,SHOPBOT,False,0,1 - 100,False,Delivery > Shipping Fees > 1;Delivery > Speed of delivery > 1;Online Experience > Ease of Use > 1,,True
3798,3798,297819385,All very well. Waiting for delivery,Todo muy bien.a la espera de la entrega,9,NPS,Customer Effort Score,2021-08-06T21:25:20.000Z,2021-08-06,vendredi,août,False,phone,Jardin piscine,False,,Chrome Mobile 92.0.4515,"Pot de fleur, jardinière et bac",Spanish,ES,Neoferr (ES),True,1,FALSE,"5,95","20,95",visa,Android 10,SHOPBOT,False,1 - 5,1 - 100,False,Service > General Satisfaction > 1,,True
3826,3826,297821175,product waiting for delivery between 12 and 16 August to follow...,PRODUIT EN ATTENTE DE LIVRAISON ENTRE 12 ET 16 AOUT A SUIVRE ....,10,NPS,Customer Effort Score,2021-08-07T05:49:17.000Z,2021-08-07,samedi,août,False,desktop,Jardin piscine,False,,Chrome 91.0.4472,Outils de jardin motorisés,French,FR,Webmotoculture (FR),False,1,FALSE,"5,9","18,3",mastercard,Windows 10,SEO-BRAND,False,1 - 5,1 - 100,False,Delivery > Speed of delivery > 0,,True
3844,3844,297820712,Possibility to see shipping costs at the time of product selection and shipping costs group I have 3 products 3 shipping costs too expensive,"Possibilité de voir les frais de port au moment de la sélection des produits et frais port grouper 
J'ai 3 produits 3 frais de port trop cher",10,NPS,Customer Effort Score,2021-08-07T06:49:48.000Z,2021-08-07,samedi,août,False,phone,Animalerie,False,,Chrome Mobile 91.0.4472,Chien,French,FR,Naturanimo (FR),False,3,FALSE,"12,89","58,13",visa,Android 11,DIRECT_ACCESS,False,11 - 20,1 - 100,False,Delivery > Shipping Fees > -1,,True
3897,3897,297819415,No promo for delivery costs,Pas de promo pour les frais de livraison,8,NPS,Customer Effort Score,2021-08-07T08:30:10.000Z,2021-08-07,samedi,août,False,desktop,Quincaillerie,False,,Chrome 92.0.4515,Quincaillerie extérieure,French,FR,WilTec (FR),False,1,FALSE,"10,5","38,45",visa,Mac OS X 10.12.6,DIRECT_ACCESS,False,6 - 10,1 - 100,False,Delivery > Shipping Fees > 0;Service > Promotions / Discounts > -1,,True
3935,3935,297820285,"Very practical, this is the first time I order from you...no worries, I hope the delivery and reception will be as well.. Very cordially Francis Atencia","Très pratique, c'est la première fois que je commande chez vous...aucun souci,j'espère que la livraison et la réception se passeront aussi bien..
Très cordialement Francis Atencia",10,NPS,Customer Effort Score,2021-08-07T09:29:58.000Z,2021-08-07,samedi,août,False,phone,Mobilier d'intérieur,False,,Chrome Mobile 91.0.4472,Meuble de salon,French,FR,Usine street (FR),True,1,FALSE,"79,99","578,99",paypal,Android 8.0.0,DIRECT_ACCESS,False,51 - 100,501 - 600,False,Service > Convenience > 1,,True
4055,4055,297819290,"Very easy everything, now wait whether or not it takes delivery to value my experience","Muy fácil todo , ahora esperar si tarda o no la entrega para valorar mi experiencia",10,NPS,Customer Effort Score,2021-08-07T12:26:56.000Z,2021-08-07,samedi,août,False,phone,Jardin piscine,False,,MiuiBrowser 12.11.4,Piscine,Spanish,ES,WilTec (ES),False,1,FALSE,"13,99","90,94",paypal,Android 10,DIRECT_ACCESS,False,11 - 20,1 - 100,False,Online Experience > Ease of Use > 1,,True
4158,4158,297819513,Will give details after delivery.,Will give details after delivery.,10,NPS,Customer Effort Score,2021-08-07T15:05:08.000Z,2021-08-07,samedi,août,False,tablet,Construction matériaux,False,,Chrome 92.0.4515,Menuiserie,English,GB,vidaXL (GB),False,1,FALSE,0,"182,99",paypal,Android 7.1.1,SEO-BRAND,False,0,151 - 200,False,Delivery > Speed of delivery > 0,,True
4294,4294,297819465,The shipping costs are too expensive.Of course you only see them when you pay.,Les frais de port sont trop cher.biensur on ne les voit qu au moment de payer.,9,NPS,Customer Effort Score,2021-08-07T19:49:10.000Z,2021-08-07,samedi,août,False,phone,Jardin piscine,False,,Chrome Mobile 92.0.4515,Mobilier de jardin et jeux,French,FR,ID Market (FR),True,3,FALSE,"16,5","76,47",paypal,Android 9,DIRECT_ACCESS,False,11 - 20,1 - 100,False,Delivery > Shipping Fees > -1,,True
4299,4299,297820301,Easy to make the order..maybe in my opinion you should lower the price on shipments a little,Facile fare l ordine..forse a mio avviso dovreste abbassare un po il prezzo sulle spedizioni,10,NPS,Customer Effort Score,2021-08-07T20:06:33.000Z,2021-08-07,samedi,août,False,phone,Electricité,False,,Chrome Mobile 92.0.4515,"Domotique, automatismes et sécurité",Italian,IT,DIEFFEMATIC (IT),True,1,FALSE,"4,9","24,8",visa,Android 11,SHOPBOT,False,1 - 5,1 - 100,False,Online Experience > Ease of Use > 1;Delivery > Shipping Fees > -1,,True
4322,4322,297819819,Very good delivery service could be maybe hoped for as faster if it was faster it would stop anyone from hesitating from ordering,Very good delivery service could be maybe hoped for as faster if it was faster it would stop anyone from hesitating from ordering,10,NPS,Customer Effort Score,2021-08-07T21:54:53.000Z,2021-08-07,samedi,août,False,phone,Mobilier d'intérieur,False,,Google 157.1.370152603,Meuble de salle à manger ,English,GB,Living and Home (GB),True,1,FALSE,0,"106,99",paypal,iOS 14.6,DIRECT_ACCESS,False,0,101 - 150,False,Delivery > Speed of delivery > 0;Delivery > Courier Service > 0;Delivery > Quality > 0,,True
4338,4338,297819707,Creating the Quick Account. I hope the same goes for delivery. Thank you.,Création du compte rapide. J'espère qu'il en sera de même pour la livraison. Merci,9,NPS,Customer Effort Score,2021-08-08T06:00:29.000Z,2021-08-08,dimanche,août,False,phone,Outillage,False,,Chrome Mobile 87.0.4280,Accessoire et consommables pour outillage électroportatif,French,FR,Maxoutil (FR),True,1,FALSE,0,"175,07",mastercard,Android 8.0.0,SEO-BRAND,False,0,151 - 200,False,Account > Account Management > 0,,True
4370,4370,297820763,satisfied with delivery time and assistance received by a Manomano advisor on live chat,satisfait du délai de livraison et de l'aide reçu par un conseiller manomano sur le chat en direct,10,NPS,Customer Effort Score,2021-08-08T07:38:42.000Z,2021-08-08,dimanche,août,True,desktop,Plomberie chauffage,False,,Chrome 92.0.4515,Chauffage et climatisation,French,FR,Cayenne MF (FR),False,1,FALSE,0,"99,9",mastercard,Windows 10,SEM,False,0,1 - 100,False,Delivery > Timeliness > 1,,True
4384,4384,297819766,Always satisfied with delivery times,Toujours satisfaite des délais de livraison,10,NPS,Customer Effort Score,2021-08-08T08:07:26.000Z,2021-08-08,dimanche,août,True,phone,Jardin piscine,False,,Samsung Internet 14.2,Outil et matériel de jardinage manuel,French,FR,Mamawax (FR),False,1,FALSE,0,"22,5",visa,Android 10,SHOPBOT,False,0,1 - 100,False,Delivery > Timeliness > 1,,True
4393,4393,297819556,problem selecting the delivery address in relation to the billing address,probleme selection d'adresse de clivraison par rapport a l'adresse de facturation,7,NPS,Customer Effort Score,2021-08-08T08:27:41.000Z,2021-08-08,dimanche,août,False,desktop,Mobilier d'intérieur,False,,Chrome 92.0.4515,Meuble de salon,French,FR,Beliani (FR),False,1,FALSE,0,"229,99",mastercard,Windows 10,DIRECT_ACCESS,False,0,201 - 300,False,Account > Address Management > -1,,True
4475,4475,297819601,"Hello, for the order very well but the shipping costs are expensive Thank you Good day","Bonjour, pour la commande très bien
mais les frais de livraison sont  chers
Merci Bonne journée",8,NPS,Customer Effort Score,2021-08-08T10:08:43.000Z,2021-08-08,dimanche,août,False,desktop,Quincaillerie,False,,Chrome 92.0.4515,Sécurité et serrurerie,French,FR,Cablematic (FR),True,1,FALSE,"14,14","41,13",mastercard,Windows 10,DIRECT_ACCESS,False,11 - 20,1 - 100,False,Delivery > Shipping Fees > -1;Order > Quality > 1,,True
