,Unnamed: 0,id,comment,original_comment,score,data_scale,data_source,created_at,date,day,month,is_mf,device,family,is_b2b,reason,browser,category,language,platform,provider,first_order,nb_articles,csat_presales,shipping_fees,bv_transaction,payment_method,operating_system,last_paid_channel,has_presales_contact,shipping_fees_bucket,bv_transaction_bucket,has_manodvisor_contact,themes,tags,shipment
892,892,295562930,Clear but he could have more information during a first visual on the product. Commander Gregory Meckert,RAS mais il pourrait avoir plus d'infos lors d 'un premier visuel sur le produit. cdt  Gregory Meckert,7,NPS,Customer Effort Score,2021-08-02T10:42:25.000Z,2021-08-02,lundi,août,False,desktop,Jardin piscine,False,,Chrome 91.0.4472,Mobilier de jardin et jeux,French,FR,AlicesGarden (FR),True,1,FALSE,"19,9","269,8",oney3x,Windows 10,DIRECT_ACCESS,False,11 - 20,201 - 300,False,Online Experience > Design / Layout > 1;Other > Miscellaneous > 0,,False
912,912,295562758,Class... as always..,La classe...comme toujours..,10,NPS,Customer Effort Score,2021-08-02T11:01:06.000Z,2021-08-02,lundi,août,True,phone,Jardin piscine,False,,Chrome Mobile 92.0.4515,Outil et matériel de jardinage manuel,French,FR,Provence Outillage MF (FR),False,1,FALSE,"6,99","44,97",visa,Android 11,DIRECT_ACCESS,False,6 - 10,1 - 100,False,Service > General Satisfaction > 1,,False
916,916,295561767,Simple and fast.,Semplice e veloce.,10,NPS,Customer Effort Score,2021-08-02T11:07:37.000Z,2021-08-02,lundi,août,False,phone,Outillage,False,,Chrome Mobile 91.0.4472,Outillage électroportatif,Italian,IT,Klik (IT),True,1,FALSE,7,"78,89",mastercard,Android 11,RETARGETING,False,6 - 10,1 - 100,False,Delivery > Speed of delivery > 1;Online Experience > Ease of Use > 1,,False
929,929,295563314,Intuitive interface within reach of the greatest number.,Interface intuitive à la portée du plus grand nombre.,10,NPS,Customer Effort Score,2021-08-02T11:25:17.000Z,2021-08-02,lundi,août,False,desktop,Construction matériaux,False,,Firefox 89.0,Menuiserie,French,FR,GetGoods (FR),False,1,FALSE,"5,95","27,78",mastercard,Windows 10,SHOPBOT,False,1 - 5,1 - 100,False,Online Experience > Ease of Use > 1,,False
936,936,295562051,Very convenient site,Site très  pratique,10,NPS,Customer Effort Score,2021-08-02T11:29:52.000Z,2021-08-02,lundi,août,False,phone,Outillage,False,,Chrome Mobile 92.0.4515,Matériel et aménagement de l'atelier,French,FR,BRICOmmerce (FR),True,2,FALSE,"4,79","429,13",oney3x,Android 11,SEO-BRAND,False,1 - 5,401 - 500,False,Online Experience > Ease of Use > 1,,False
959,959,295564174,Clear and easy choice to order. I'm waiting for the delivery to comment a little more.,Choix clair et facilité pour commander. J'attends la livraison pour commenter un peu plus.,10,NPS,Customer Effort Score,2021-08-02T12:02:59.000Z,2021-08-02,lundi,août,False,desktop,Jardin piscine,False,,Firefox 90.0,"Abri, garage et rangement extérieur",French,FR,CentraleBrico (FR),True,1,FALSE,"39,9","437,9",mastercard,Windows 10,SHOPBOT,False,20 - 50,401 - 500,False,Online Experience > Ease of Use > 1,,True
964,964,295561697,Product found easily. Discount code offered for a slight delay on the previous order. Real business. Bravo and thank you.,"Produit trouvé facilement. Code promo offert pour un léger retard sur la commande précédente.
Le vrai commerce. Bravo et merci",10,NPS,Customer Effort Score,2021-08-02T12:07:37.000Z,2021-08-02,lundi,août,False,desktop,Jardin piscine,False,,Firefox 90.0,"Portail, grillage et occultation",French,FR,WilTec (FR),False,1,FALSE,"16,5","67,35",visa,Windows 10,DIRECT_ACCESS,False,11 - 20,1 - 100,False,Delivery > Timeliness > 1;Service > Promotions / Discounts > 1;Product > Stock / Availability > 1,,False
969,969,295563388,Nice site to visit without embuches,Site agréable à visiter sans embuches,10,NPS,Customer Effort Score,2021-08-02T12:13:16.000Z,2021-08-02,lundi,août,False,tablet,Mobilier d'intérieur,False,,Chrome 75.0.3770,Meuble de chambre,French,FR,Provence Outillage (FR),True,1,FALSE,"12,67","46,66",mastercard,Android 4.4.4,SHOPBOT,False,11 - 20,1 - 100,False,Online Experience > Quality > 1,,False
981,981,295562720,raised for this package,élevé pour ce colis,4,NPS,Customer Effort Score,2021-08-02T12:29:45.000Z,2021-08-02,lundi,août,False,desktop,Outillage,False,J’ai trouvé que les frais de port étaient trop chers,Chrome 92.0.4515,Levage et travail en hauteur,French,FR,Vis Express (FR),False,1,FALSE,"8,34","47,22",visa,Windows 8.1,DIRECT_ACCESS,False,6 - 10,1 - 100,False,Other > Miscellaneous > 0,Detractor '- Delivery Fees,False
989,989,295563568,Nice site and well detailed,Bel sito e ben dettagliato,10,NPS,Customer Effort Score,2021-08-02T12:42:53.000Z,2021-08-02,lundi,août,False,desktop,Luminaire,False,,Chrome 92.0.4515,Eclairage d'intérieur,Italian,IT,GreenIce (IT),True,3,FALSE,"15,65","183,08",paypal,Mac OS X 10.15.7,SHOPBOT,False,11 - 20,151 - 200,False,Online Experience > Quality > 1;Product > Instructions Detail > 1,,False
1017,1017,295563850,Keep going like this!,ras continuez comme ça!,9,NPS,Customer Effort Score,2021-08-02T13:17:26.000Z,2021-08-02,lundi,août,False,desktop,"Salle de bain, WC",False,,Chrome 92.0.4515,Douche et baignoire,French,FR,Cuisibane (FR),True,1,FALSE,42,"274,8",visa,Windows 10,SHOPBOT,False,20 - 50,201 - 300,False,Service > General Satisfaction > 1,,False
1020,1020,295562075,Very easy procedure,Procédure très facile,9,NPS,Customer Effort Score,2021-08-02T13:19:48.000Z,2021-08-02,lundi,août,False,phone,Quincaillerie,False,,Mobile Safari 14.1.1,Pièces détachées,French,FR,DOMO ONLINE (FR),True,1,FALSE,9,"36,74",paypal,iOS 14.6,DIRECT_ACCESS,False,6 - 10,1 - 100,False,Online Experience > Ease of Use > 1,,False
1025,1025,295561717,I wanted to pay my bill with PayPal impossible,Je voulais règler ma facture avec PayPal impossible,10,NPS,Customer Effort Score,2021-08-02T13:21:14.000Z,2021-08-02,lundi,août,False,phone,Outillage,False,,Chrome Mobile 92.0.4515,Accessoire et consommables pour outillage électroportatif,French,FR,FIXTOUT (FR),False,2,FALSE,"8,73","32,09",visa,Android 10,SEO-SEARCH,False,6 - 10,1 - 100,False,Payments > Payment Methods > -1;Payments > Success of payment > -1,,False
1039,1039,295565637,It's been very easy and fast.,Ha sido muy fácil y rápido,9,NPS,Customer Effort Score,2021-08-02T13:32:04.000Z,2021-08-02,lundi,août,False,phone,Animalerie,False,,Chrome Mobile 92.0.4515,Animaux de la ferme,Spanish,ES,WilTec (ES),True,1,FALSE,"13,99","83,94",visa,Android 6.0,SHOPBOT,False,11 - 20,1 - 100,False,Online Experience > Ease of Use > 1,,False
1052,1052,295563746,a little more security at the time of payment! bank code not required.,UN PEU PLUS DE SECURITE LORS DU PAIEMENT ! CODE BANQUE NON DEMANDE.,9,NPS,Customer Effort Score,2021-08-02T13:50:43.000Z,2021-08-02,lundi,août,False,desktop,Outillage,False,,Firefox 78.0,Matériel et aménagement de l'atelier,French,FR,BVM Pièces (FR),False,1,FALSE,"4,85","61,6",visa,Mac OS X 10.11,DIRECT_ACCESS,False,1 - 5,1 - 100,False,Payments > Payment Security > -1,,False
1054,1054,295563806,simple site of use,site simple d'utilisation,10,NPS,Customer Effort Score,2021-08-02T13:53:12.000Z,2021-08-02,lundi,août,False,desktop,Outillage,False,,Chrome 92.0.4515,Outillage électroportatif,French,FR,MTS (FR),True,1,FALSE,"10,9","169,9",paypal,Windows 10,DIRECT_ACCESS,False,6 - 10,151 - 200,False,Online Experience > Ease of Use > 1,,False
1073,1073,295565649,"SIMPLE AND FAST, the site is easy to use","SIMPLE ET RAPIDE  , le site est facile d'utilisation",10,NPS,Customer Effort Score,2021-08-02T14:16:29.000Z,2021-08-02,lundi,août,False,desktop,Jardin piscine,False,,Edge 92.0.902,Outils de jardin motorisés,French,FR,Espace-B (FR),False,1,FALSE,9,"16,99",paypal,Windows 10,SHOPBOT,False,6 - 10,1 - 100,False,Delivery > Speed of delivery > 1;Online Experience > Ease of Use > 1,,False
1075,1075,295563464,"Easy to find articles, clear and comprehensive descriptions without too many unnecessary technicalities, affordable prices.","Facile trovare gli articoli, descrizioni chiare ed esaurienti senza troppi tecnicismi inutili, prezzi convenienti.",10,NPS,Customer Effort Score,2021-08-02T14:19:22.000Z,2021-08-02,lundi,août,False,phone,Jardin piscine,False,,Chrome Mobile 92.0.4515,"Abri, garage et rangement extérieur",Italian,IT,Cosmobrico (IT),True,2,FALSE,6,"67,5",mastercard,Android 11,SHOPBOT,False,6 - 10,1 - 100,False,Online Experience > Search & Filters > 1;Product > Instructions Detail > 1;Product > Value for Money > 1,,False
1086,1086,295564022,no American express,pas d'american express,6,NPS,Customer Effort Score,2021-08-02T14:30:00.000Z,2021-08-02,lundi,août,False,desktop,"Salle de bain, WC",False,J’ai trouvé que les frais de port étaient trop chers | J'aurai préféré utiliser un autre moyen de paiement,Chrome 86.0.4240,Meuble de salle de bain,French,FR,Kodice Bagno (FR),False,1,FALSE,"24,9","188,9",visa,Mac OS X 11.0.0,SEM,False,20 - 50,151 - 200,False,Delivery > Courier Service > -1,Detractor '- Lacking Payment Methods; Detractor - Delivery Fees,False
1089,1089,295562905,"SIMPLE EFFECTIVE. We choose, we order.Thank you.","SIMPLE EFFICACE. On choisi, on commande.merci",9,NPS,Customer Effort Score,2021-08-02T14:31:48.000Z,2021-08-02,lundi,août,False,desktop,Jardin piscine,False,,Chrome 92.0.4515,Outils de jardin motorisés,French,FR,Jardimax (FR),True,1,FALSE,"4,9",9,visa,Windows 10,SHOPBOT,False,1 - 5,1 - 100,False,Service > Efficiency / Reliability > 1;Online Experience > Ease of Use > 1,,False
1096,1096,295563834,All right fast and clear,Todo correcto rápido y claro,10,NPS,Customer Effort Score,2021-08-02T14:44:06.000Z,2021-08-02,lundi,août,False,phone,Revêtement sol et mur,False,,Mobile Safari 14.1.1,Peinture intérieure,Spanish,ES,Ferreteria.es (ES),True,1,FALSE,"4,95","37,25",paypal,iOS 14.6,SHOPBOT,False,1 - 5,1 - 100,False,Delivery > Speed of delivery > 1;Service > General Satisfaction > 1;Online Experience > Design / Layout > 1,,False
1098,1098,295563044,"Hello This is the first time I've ordered at mano mano, so I can't all validate Regards","Bonjour
C'est la première fois que je commande chez mano mano , donc je ne peux pas tous valider
Cordialement",8,NPS,Customer Effort Score,2021-08-02T14:46:03.000Z,2021-08-02,lundi,août,False,desktop,Animalerie,False,,Chrome 92.0.4515,Chien,French,FR,MID ADNAuto (FR),True,1,FALSE,"4,99","14,87",visa,Windows 10,SEM,False,1 - 5,1 - 100,False,Other > Miscellaneous > 0,,False
1100,1100,295562976,all very functional,tutto molto funzionale,10,NPS,Customer Effort Score,2021-08-02T14:50:44.000Z,2021-08-02,lundi,août,False,desktop,Electricité,True,,Chrome 92.0.4515,Tableau électrique,Italian,IT,Elettro New (IT),True,2,FALSE,"5,99","199,25",paypal,Windows 10,AFFILIATION,False,1 - 5,151 - 200,False,Service > Efficiency / Reliability > 1,,False
1104,1104,295562763,R A S,R A S,10,NPS,Customer Effort Score,2021-08-02T14:53:09.000Z,2021-08-02,lundi,août,False,desktop,Quincaillerie,False,,Chrome 92.0.4515,"Fixation technique : vis, boulons, clous",English,FR,CERGY-VIS (FR),False,1,FALSE,"7,04","9,64",paypal,Windows 10,DIRECT_ACCESS,False,6 - 10,1 - 100,False,Other > Miscellaneous > 0,,False
1107,1107,295564064,Good and Safe Order,Gute und Sichere Bestellung,8,NPS,Customer Effort Score,2021-08-02T14:59:49.000Z,2021-08-02,lundi,août,False,desktop,Electricité,False,,Edge 92.0.902,"Domotique, automatismes et sécurité",German,DE,ZBPmedia (DE),True,1,FALSE,"2,2","5,15",paypal,Windows 10,SHOPBOT,False,1 - 5,1 - 100,False,Order > Quality > 1,,False
1110,1110,295562076,fast reliable... perfect,rapide fiable .... parfait,10,NPS,Customer Effort Score,2021-08-02T15:01:49.000Z,2021-08-02,lundi,août,False,desktop,Jardin piscine,False,,Chrome 92.0.4515,Barbecue et plancha,French,FR,Bearsu (FR),False,2,FALSE,"5,9","53,94",mastercard,Windows 10,DIRECT_ACCESS,False,1 - 5,1 - 100,False,Delivery > Speed of delivery > 1;Service > Efficiency / Reliability > 1,,False
1112,1112,295563833,"Ordering process without problems, Finally a supplier who also makes dimensions to the product.","Bestellvorgang ohne Probleme, Endlich mal ein Lieferant der auch Maßangeben zum Produkt macht.",10,NPS,Customer Effort Score,2021-08-02T15:02:55.000Z,2021-08-02,lundi,août,False,desktop,Plomberie chauffage,False,,Chrome 92.0.4515,Chauffage et climatisation,German,DE,ArtikelWelten (DE),True,1,FALSE,"4,9","109,93",paypal,Windows 10,SHOPBOT,False,1 - 5,101 - 150,False,Company / Brand > Suppliers > 1;Order > Quality > 1,,False
1130,1130,295562547,No problem,Aucun problème,10,NPS,Customer Effort Score,2021-08-02T15:30:24.000Z,2021-08-02,lundi,août,False,phone,Mobilier d'intérieur,False,,Chrome Mobile 91.0.4472,Meuble de salon,French,FR, Furnix (FR),False,1,FALSE,20,"89,99",mastercard,Android 10,SHOPBOT,False,11 - 20,1 - 100,False,Service > General Satisfaction > 1,,False
1135,1135,295563400,a big thank you,un grand merci,8,NPS,Customer Effort Score,2021-08-02T15:38:15.000Z,2021-08-02,lundi,août,False,desktop,Plomberie chauffage,False,,Edge 92.0.902,"Plomberie, tube, raccord",French,FR,Mister materiaux (FR),True,1,FALSE,"4,99","31,43",visa,Windows 7,RETARGETING,False,1 - 5,1 - 100,False,Other > Miscellaneous > 0,,False
1138,1138,295562703,All right.,Très bien,10,NPS,Customer Effort Score,2021-08-02T15:40:11.000Z,2021-08-02,lundi,août,False,phone,Mobilier d'intérieur,False,,Chrome Mobile 92.0.4515,Meuble de bureau,French,FR,ID Market (FR),True,1,FALSE,"23,9","83,89",visa,Android 8.0.0,DIRECT_ACCESS,False,20 - 50,1 - 100,False,Service > General Satisfaction > 1,,False
1141,1141,295563318,Equipment well listed on your site and order easy. Thank you.,Matériel bien répertorié sur votre site et commande aisée. Merci,9,NPS,Customer Effort Score,2021-08-02T15:41:42.000Z,2021-08-02,lundi,août,False,desktop,Revêtement sol et mur,False,,Firefox 90.0,Produit d'entretien et de restauration,French,FR,Maxeda E-commerce (FR),True,3,FALSE,"5,9","68,4",visa,Windows 10,SEM,False,1 - 5,1 - 100,False,Online Experience > Ease of Use > 1;Product > Instructions Detail > 1,,False
1150,1150,295564102,simple and fast,simple et rapide,10,NPS,Customer Effort Score,2021-08-02T15:45:38.000Z,2021-08-02,lundi,août,False,desktop,Quincaillerie,False,,Chrome 92.0.4515,Pièces détachées,French,FR,DOMO ONLINE (FR),True,1,FALSE,9,"16,76",mastercard,Windows 10,DIRECT_ACCESS,False,6 - 10,1 - 100,False,Delivery > Speed of delivery > 1;Online Experience > Ease of Use > 1,,False
1159,1159,295563511,rapid and effective,RAPIDE ET EFFICACE,9,NPS,Customer Effort Score,2021-08-02T15:54:40.000Z,2021-08-02,lundi,août,False,desktop,Quincaillerie,False,,Chrome 92.0.4515,Quincaillerie de porte et de fenêtre,French,FR,Avosdim (FR),True,1,FALSE,"5,89","39,1",visa,Windows 10,DIRECT_ACCESS,False,1 - 5,1 - 100,False,Service > Efficiency / Reliability > 1,,False
1162,1162,295562388,I don't have any problems with Mano Mano.,"je n'ai aucun souci avec Mano Mano. 
Très bien",10,NPS,Customer Effort Score,2021-08-02T15:56:10.000Z,2021-08-02,lundi,août,False,desktop,"Salle de bain, WC",False,,Chrome 92.0.4515,Douche et baignoire,French,FR,vidaXL (FR),False,2,FALSE,"10,9","109,89",paypal,Windows 10,SEO-BRAND,False,6 - 10,101 - 150,False,Service > General Satisfaction > 1,,False
1181,1181,295562052,the code modified...then galley,le code modifié ....puis galère,0,NPS,Customer Effort Score,2021-08-02T16:12:42.000Z,2021-08-02,lundi,août,False,desktop,Jardin piscine,False,J’ai eu des difficultés à m'inscrire ou à me connecter,Firefox 90.0,Outil et matériel de jardinage manuel,French,FR,WilTec (FR),True,2,FALSE,"6,4","47,75",mastercard,Windows 10,RETARGETING,False,6 - 10,1 - 100,False,Order > Promotional Code > -1,Detractor '- Signup/Login,False
1208,1208,295563320,Everything very fast and I have had no problems when it comes to the search and payment of the order,Todo muy rápido y no he tenido problemas a la hora del la búsqueda y pago del pedido,9,NPS,Customer Effort Score,2021-08-02T16:34:13.000Z,2021-08-02,lundi,août,False,phone,Jardin piscine,False,,Chrome Mobile 92.0.4515,Outils de jardin motorisés,Spanish,ES,Zonagarden (ES),False,1,FALSE,"4,95","21,9",visa,Android 10,SHOPBOT,False,1 - 5,1 - 100,False,Delivery > Speed of delivery > 1;Payments > Payment Methods > 1;Payments > Payment Security > 1;Payments > Success of payment > 1,,False
1210,1210,295563978,Very easy to order I have already bought a very satisfied item,Très facile de commander j'ai déjà acheté un article très satisfait,10,NPS,Customer Effort Score,2021-08-02T16:36:40.000Z,2021-08-02,lundi,août,False,phone,Jardin piscine,False,,Chrome Mobile 90.0.4430,Outils de jardin motorisés,French,FR,Tondeuse et Compagnie (FR),False,1,FALSE,"8,99","63,57",mastercard,Android 10,SEO-SEARCH,False,6 - 10,1 - 100,False,Service > General Satisfaction > 1;Online Experience > Ease of Use > 1,,False
1217,1217,295563499,order went perfectly and easily,commande s'est déroulée parfaitement et facilement,10,NPS,Customer Effort Score,2021-08-02T16:42:23.000Z,2021-08-02,lundi,août,False,phone,Construction matériaux,False,,Chrome Mobile 92.0.4515,"Toiture, gouttière et bardage",French,FR,Mc Cover (FR),False,1,FALSE,"14,17","118,47",paypal,Android 11,SHOPBOT,False,11 - 20,101 - 150,False,Order > Quality > 1,,False
1220,1220,295563475,I never had any problems,Ich hatte noch nie Probleme,10,NPS,Customer Effort Score,2021-08-02T16:45:28.000Z,2021-08-02,lundi,août,False,phone,Outillage,False,,Chrome Mobile 92.0.4515,Outillage électroportatif,German,DE,Hitseller (DE),False,1,FALSE,"4,9","89,9",transfer,Android 9,,False,1 - 5,1 - 100,False,Service > General Satisfaction > 1,,False
1225,1225,295563662,Good and always so fast. Congratulations.,Bien et toujours aussi rapide. Félicitations,8,NPS,Customer Effort Score,2021-08-02T16:50:31.000Z,2021-08-02,lundi,août,True,desktop,Jardin piscine,False,,Edge 92.0.902,Outil et matériel de jardinage manuel,French,FR,Fiskars MF (FR),False,1,FALSE,"2,99","33,14",paypal,Windows 10,SEM,False,1 - 5,1 - 100,False,Delivery > Speed of delivery > 1;Service > General Satisfaction > 1,,False
1231,1231,295563254,A little hard to find the article,Un peu difficile de trouver l'article,5,NPS,Customer Effort Score,2021-08-02T16:58:45.000Z,2021-08-02,lundi,août,False,desktop,Jardin piscine,False,J’ai trouvé que les frais de port étaient trop chers | J’ai eu du mal à trouver les produits complémentaires ou compatibles | Je n’ai pas trouvé facilement les produits que je cherchais,Chrome 91.0.4472,Outils de jardin motorisés,French,FR,Jardiaffaires (FR),False,1,FALSE,"5,35","25,65",visa,Windows 7,SHOPBOT,False,1 - 5,1 - 100,False,Online Experience > Search & Filters > -1,Detractor '- Delivery Fees; Detractor - Finding Compatible Products; Detractor - Finding Products,False
